emp_no,first_name,last_name,title,from_date,to_date,birth_date
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01,1965-01-22
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01,1965-01-29
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01,1965-01-04
276027,Holgard,Stavenow,Staff,1986-02-28,9999-01-01,1965-01-04
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01,1965-01-01
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01,1965-01-10
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01,1965-01-30
276186,Sajjad,Vecchi,Staff,1993-06-02,9999-01-01,1965-01-30
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01,1965-01-10
276189,Isaac,Klerer,Staff,1995-03-19,9999-01-01,1965-01-10
276445,Atilio,Randi,Engineer,1988-07-02,9999-01-01,1965-01-27
276445,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01,1965-01-27
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01,1965-01-03
276472,Hideyuki,Flanders,Engineer,1988-11-10,9999-01-01,1965-01-27
276472,Hideyuki,Flanders,Senior Engineer,1994-11-10,9999-01-01,1965-01-27
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,1965-01-19
277420,Rayond,Schach,Engineer,1995-04-22,9999-01-01,1965-01-16
277420,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01,1965-01-16
277316,Vitali,Rothenberg,Staff,1989-10-04,9999-01-01,1965-01-03
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01,1965-01-09
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01,1965-01-27
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01,1965-01-22
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,1965-01-15
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01,1965-01-07
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01,1965-01-19
278452,Sudhanshu,Toyoshima,Staff,1987-08-29,9999-01-01,1965-01-07
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01,1965-01-14
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01,1965-01-02
278549,Jaana,Werthner,Staff,1989-07-27,9999-01-01,1965-01-02
278536,Munenori,Shobatake,Staff,1992-01-10,9999-01-01,1965-01-14
279115,Maren,DuCasse,Engineer,1997-11-29,9999-01-01,1965-01-05
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01,1965-01-26
279280,Niranjan,Debuse,Engineer,1992-09-21,9999-01-01,1965-01-09
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,9999-01-01,1965-01-09
280070,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01,1965-01-24
279791,Chiranjit,Lyonns,Assistant Engineer,1986-12-24,9999-01-01,1965-01-10
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01,1965-01-10
280070,Niteen,Ebeling,Staff,1988-03-29,9999-01-01,1965-01-24
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01,1965-01-26
280648,Heeju,Lorys,Engineer,1986-12-27,9999-01-01,1965-01-04
280420,Jahangir,Hofting,Senior Staff,1993-09-28,9999-01-01,1965-01-31
280420,Jahangir,Hofting,Staff,1986-09-28,9999-01-01,1965-01-31
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01,1965-01-13
280648,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01,1965-01-04
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01,1965-01-08
281848,Parke,Staylopatis,Engineer,1993-07-31,9999-01-01,1965-01-29
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01,1965-01-06
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01,1965-01-29
281859,Masanao,Papastamatiou,Engineer,1985-11-25,9999-01-01,1965-01-17
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01,1965-01-17
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01,1965-01-16
282894,Fay,Bellmore,Engineer,1989-05-03,9999-01-01,1965-01-05
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01,1965-01-25
282333,Nahla,Serdy,Staff,1993-09-09,9999-01-01,1965-01-25
282343,Xinglin,Haldar,Senior Staff,1993-07-20,9999-01-01,1965-01-13
282343,Xinglin,Haldar,Staff,1988-07-20,9999-01-01,1965-01-13
282547,Nahum,Codenie,Engineer,1999-06-14,9999-01-01,1965-01-18
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,1965-01-03
282894,Fay,Bellmore,Senior Engineer,1998-05-03,9999-01-01,1965-01-05
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01,1965-01-22
284300,Ishfaq,Mahmud,Staff,1991-11-29,9999-01-01,1965-01-22
284561,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01,1965-01-03
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01,1965-01-25
284431,Pintsang,Fujisawa,Staff,1996-04-16,9999-01-01,1965-01-25
284856,Moto,Kobara,Engineer,1991-12-12,9999-01-01,1965-01-05
284687,Oksana,Redmiles,Engineer,1985-06-22,9999-01-01,1965-01-15
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01,1965-01-15
284691,Theron,Ressouche,Engineer,1988-08-17,9999-01-01,1965-01-04
284691,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01,1965-01-04
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01,1965-01-21
284717,Gal,Ranta,Engineer,1992-11-07,9999-01-01,1965-01-11
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,1965-01-11
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,1965-01-05
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,1965-01-02
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01,1965-01-16
285396,Lena,Kohling,Engineer,1986-10-04,9999-01-01,1965-01-27
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,1965-01-27
286026,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01,1965-01-21
286026,Utpal,Zaumen,Staff,1991-02-25,9999-01-01,1965-01-21
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,1965-01-28
285905,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01,1965-01-09
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01,1965-01-06
285906,Arnould,Buescher,Engineer,1998-03-26,9999-01-01,1965-01-02
286370,Toshimitsu,Seuren,Staff,1995-01-19,9999-01-01,1965-01-06
286452,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01,1965-01-26
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01,1965-01-24
286573,Nahum,Nishimukai,Engineer,1991-02-02,9999-01-01,1965-01-27
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,1965-01-27
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,1965-01-01
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01,1965-02-01
287327,Youjian,Felder,Senior Staff,2000-07-15,9999-01-01,1965-01-13
287327,Youjian,Felder,Staff,1993-07-15,9999-01-01,1965-01-13
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01,1965-01-05
287583,Jovan,Hockney,Engineer,1990-06-21,9999-01-01,1965-01-18
287482,Shigeaki,Gihr,Engineer,1994-03-18,9999-01-01,1965-01-01
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01,1965-01-01
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01,1965-01-18
287609,Sailaja,Negoita,Assistant Engineer,1988-01-20,9999-01-01,1965-01-06
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01,1965-01-23
287609,Sailaja,Negoita,Engineer,1994-01-19,9999-01-01,1965-01-06
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,1965-01-06
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01,1965-01-23
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,1965-01-09
287984,Troy,Kobuchi,Engineer,1991-02-12,9999-01-01,1965-01-09
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,1965-01-09
288028,Kauko,Narwekar,Engineer,1985-12-16,9999-01-01,1965-01-22
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,1965-01-22
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,1965-01-31
288142,Shay,Heystek,Senior Staff,1995-04-01,9999-01-01,1965-01-25
288142,Shay,Heystek,Staff,1989-04-01,9999-01-01,1965-01-25
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01,1965-01-11
288560,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01,1965-01-16
288560,Yifei,Birjandi,Staff,1994-02-07,9999-01-01,1965-01-16
288563,Cristinel,Gerlach,Engineer,1996-01-09,9999-01-01,1965-01-02
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01,1965-01-02
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01,1965-01-21
288606,Susumu,Swiss,Staff,1991-11-15,9999-01-01,1965-01-21
289687,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01,1965-01-31
288893,Bedrich,Rosenbaum,Engineer,1991-01-27,9999-01-01,1965-01-30
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,1965-01-30
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,1965-01-20
289687,Fai,Maccarone,Staff,1985-10-30,9999-01-01,1965-01-31
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01,1965-01-09
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01,1965-01-04
289807,Soenke,Lemarechal,Staff,1994-09-04,9999-01-01,1965-01-04
289909,Hilari,Vecchio,Staff,1993-04-24,9999-01-01,1965-01-09
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,1965-01-22
290075,Boalin,Byoun,Senior Staff,1996-09-30,9999-01-01,1965-01-15
290075,Boalin,Byoun,Staff,1990-10-01,9999-01-01,1965-01-15
290009,Zijian,Rindone,Staff,1989-07-09,9999-01-01,1965-01-22
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01,1965-01-08
290478,Tsvetan,Sherertz,Assistant Engineer,1989-08-07,9999-01-01,1965-01-03
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01,1965-01-03
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,1965-01-09
290441,Gregory,Collavizza,Senior Staff,1993-09-08,9999-01-01,1965-01-25
290441,Gregory,Collavizza,Staff,1987-09-09,9999-01-01,1965-01-25
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01,1965-01-29
290467,Shaowen,Poulakidas,Staff,1987-04-15,9999-01-01,1965-01-29
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01,1965-01-26
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,1965-01-07
291612,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01,1965-01-30
291669,Faiza,Bach,Engineer,1999-09-13,9999-01-01,1965-01-04
292110,Menkae,Showalter,Engineer,1996-08-09,9999-01-01,1965-01-23
292210,Masaru,Huhdanpaa,Engineer,1996-11-23,9999-01-01,1965-01-17
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01,1965-01-17
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,1965-01-23
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,1965-01-09
292504,Georgi,Bednarek,Engineer,1994-03-02,9999-01-01,1965-01-27
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01,1965-01-27
292515,Bernd,Thummel,Assistant Engineer,1989-08-03,9999-01-01,1965-01-04
292515,Bernd,Thummel,Engineer,1998-08-03,9999-01-01,1965-01-04
292828,Ziya,Tokunaga,Engineer,1986-01-08,9999-01-01,1965-01-10
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01,1965-01-28
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,1965-01-10
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01,1965-01-12
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,1965-01-21
293329,Fumiya,Griswold,Engineer,1986-06-12,9999-01-01,1965-01-15
293329,Fumiya,Griswold,Senior Engineer,1994-06-12,9999-01-01,1965-01-15
294241,Marl,Fiebach,Senior Staff,2000-07-25,9999-01-01,1965-01-12
293280,Moti,Steenbeek,Engineer,1987-01-22,9999-01-01,1965-01-24
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,1965-01-24
293746,Sanjay,Litecky,Engineer,1995-08-27,9999-01-01,1965-01-25
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01,1965-01-25
293752,Jungsoon,Bail,Senior Staff,1994-02-18,9999-01-01,1965-01-04
293752,Jungsoon,Bail,Staff,1986-02-18,9999-01-01,1965-01-04
294144,Takanari,Ermel,Senior Staff,1999-01-11,9999-01-01,1965-01-09
294144,Takanari,Ermel,Staff,1992-01-11,9999-01-01,1965-01-09
294241,Marl,Fiebach,Staff,1994-07-26,9999-01-01,1965-01-12
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01,1965-01-14
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01,1965-01-27
294527,Ashish,Candan,Senior Staff,1992-02-02,9999-01-01,1965-01-04
294652,Hironobu,Brodie,Engineer,1985-09-17,9999-01-01,1965-01-27
294652,Hironobu,Brodie,Senior Engineer,1993-09-17,9999-01-01,1965-01-27
295030,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01,1965-01-01
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01,1965-01-28
294857,Caolyn,Ozeri,Engineer,1986-07-29,9999-01-01,1965-01-15
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01,1965-01-15
295236,Kauko,Fujisawa,Engineer,1987-09-13,9999-01-01,1965-01-24
295236,Kauko,Fujisawa,Senior Engineer,1992-09-12,9999-01-01,1965-01-24
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01,1965-01-18
295254,Xuejun,Pfau,Senior Staff,1993-07-24,9999-01-01,1965-01-15
295254,Xuejun,Pfau,Staff,1985-07-24,9999-01-01,1965-01-15
295255,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01,1965-01-04
295262,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01,1965-01-22
295268,Eben,Calkin,Senior Staff,2001-12-19,9999-01-01,1965-01-28
295268,Eben,Calkin,Staff,1996-12-19,9999-01-01,1965-01-28
295278,Val,Barvinok,Assistant Engineer,1990-01-02,9999-01-01,1965-01-04
295278,Val,Barvinok,Engineer,1995-01-02,9999-01-01,1965-01-04
295278,Val,Barvinok,Senior Engineer,2000-01-02,9999-01-01,1965-01-04
295857,Kankanahalli,Ciolek,Senior Staff,1998-12-26,9999-01-01,1965-01-17
295857,Kankanahalli,Ciolek,Staff,1989-12-26,9999-01-01,1965-01-17
296062,Shaz,Driscoll,Staff,1998-10-03,9999-01-01,1965-01-29
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01,1965-01-28
296428,Charmane,Simmen,Senior Staff,1997-03-07,9999-01-01,1965-01-03
296428,Charmane,Simmen,Staff,1989-03-07,9999-01-01,1965-01-03
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01,1965-01-31
296687,Palash,Spieker,Senior Staff,1996-05-10,9999-01-01,1965-01-02
296687,Palash,Spieker,Staff,1991-05-11,9999-01-01,1965-01-02
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01,1965-01-30
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01,1965-01-12
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01,1965-01-16
297905,Marc,Bahl,Assistant Engineer,1997-06-18,9999-01-01,1965-01-12
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01,1965-01-13
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,9999-01-01,1965-01-13
298953,Zita,Syang,Staff,1998-12-29,9999-01-01,1965-02-01
298339,King,Benzmuller,Engineer,1986-09-04,9999-01-01,1965-01-11
298339,King,Benzmuller,Senior Engineer,1995-09-04,9999-01-01,1965-01-11
298577,Florina,Litecky,Senior Staff,1994-12-02,9999-01-01,1965-01-11
298577,Florina,Litecky,Staff,1985-12-02,9999-01-01,1965-01-11
299346,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01,1965-01-09
299580,Luisa,Itzfeldt,Engineer,1997-01-23,9999-01-01,1965-01-21
400358,Angus,Jullig,Engineer,1989-04-13,9999-01-01,1965-01-31
299718,Denny,Shobatake,Senior Staff,2002-06-22,9999-01-01,1965-01-15
299718,Denny,Shobatake,Staff,1997-06-22,9999-01-01,1965-01-15
299737,Patricio,Itzfeldt,Senior Staff,1994-05-21,9999-01-01,1965-02-01
299737,Patricio,Itzfeldt,Staff,1985-05-21,9999-01-01,1965-02-01
400046,Hilari,Christ,Senior Staff,1991-01-19,9999-01-01,1965-01-12
400358,Angus,Jullig,Senior Engineer,1997-04-13,9999-01-01,1965-01-31
400780,Poornachandra,Asser,Engineer,1993-11-07,9999-01-01,1965-01-09
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01,1965-01-28
400796,Bodo,Halevi,Engineer,1996-05-30,9999-01-01,1965-01-10
401278,Oguz,Schurmann,Assistant Engineer,1986-11-11,9999-01-01,1965-01-16
401154,Danae,Kragelund,Senior Staff,1993-05-19,9999-01-01,1965-01-27
401154,Danae,Kragelund,Staff,1987-05-20,9999-01-01,1965-01-27
401278,Oguz,Schurmann,Engineer,1995-11-11,9999-01-01,1965-01-16
401333,Martins,Shokrollahi,Engineer,1986-11-04,9999-01-01,1965-01-30
401420,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01,1965-01-06
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01,1965-01-30
401574,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01,1965-01-13
402025,Shigehito,Duclos,Engineer,1987-09-20,9999-01-01,1965-01-20
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,9999-01-01,1965-01-20
402102,Kersti,Granlund,Engineer,1995-03-19,9999-01-01,1965-01-21
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01,1965-01-04
402718,Jeanna,Rettelbach,Engineer,1990-02-14,9999-01-01,1965-01-17
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01,1965-01-17
403954,Jeanna,Bratten,Engineer,1990-07-26,9999-01-01,1965-01-10
402827,Weidon,Pollacia,Senior Staff,1996-02-27,9999-01-01,1965-01-28
402827,Weidon,Pollacia,Staff,1988-02-27,9999-01-01,1965-01-28
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01,1965-01-16
403621,Deborah,Kaminger,Senior Staff,1997-06-04,9999-01-01,1965-01-07
403621,Deborah,Kaminger,Staff,1988-06-04,9999-01-01,1965-01-07
403644,Krisda,Hainaut,Senior Staff,2000-07-07,9999-01-01,1965-01-19
403644,Krisda,Hainaut,Staff,1995-07-08,9999-01-01,1965-01-19
404018,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01,1965-01-11
403954,Jeanna,Bratten,Senior Engineer,1997-07-26,9999-01-01,1965-01-10
404462,Anestis,Setlzner,Engineer,1985-07-13,9999-01-01,1965-01-09
404236,Zengping,Kakkar,Engineer,1988-07-22,9999-01-01,1965-01-12
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,9999-01-01,1965-01-12
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01,1965-01-09
404755,Manu,Junet,Senior Staff,1996-04-19,9999-01-01,1965-01-13
404755,Manu,Junet,Staff,1991-04-20,9999-01-01,1965-01-13
404788,Basem,Beausoleil,Engineer,1998-03-16,9999-01-01,1965-01-16
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01,1965-01-31
406564,Parviz,Picco,Engineer,1995-04-16,9999-01-01,1965-01-25
405015,Morris,Fargier,Senior Staff,1996-06-29,9999-01-01,1965-01-02
405015,Morris,Fargier,Staff,1988-06-29,9999-01-01,1965-01-02
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,9999-01-01,1965-01-26
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01,1965-01-25
406239,Marek,Tomescu,Engineer,1995-05-15,9999-01-01,1965-01-09
406239,Marek,Tomescu,Senior Engineer,2002-05-15,9999-01-01,1965-01-09
406847,Alexius,Crouzet,Staff,1999-10-05,9999-01-01,1965-01-24
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,9999-01-01,1965-02-01
406714,Malu,Ossenbruggen,Staff,1986-11-21,9999-01-01,1965-02-01
408019,Shridhar,Chleq,Assistant Engineer,1986-03-22,9999-01-01,1965-01-01
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01,1965-01-25
407837,Fei,Erez,Engineer,1986-10-15,9999-01-01,1965-02-01
407837,Fei,Erez,Senior Engineer,1991-10-15,9999-01-01,1965-02-01
408019,Shridhar,Chleq,Engineer,1991-03-22,9999-01-01,1965-01-01
408019,Shridhar,Chleq,Senior Engineer,1996-03-21,9999-01-01,1965-01-01
408654,Yongqiao,Cochrane,Senior Staff,1991-10-27,9999-01-01,1965-01-09
408114,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01,1965-01-05
408163,Irene,Sethi,Senior Engineer,1996-09-06,9999-01-01,1965-01-21
408417,Tsz,Daescu,Staff,1994-01-29,9999-01-01,1965-01-19
408437,Uno,Solares,Senior Staff,1999-09-22,9999-01-01,1965-01-29
408437,Uno,Solares,Staff,1994-09-22,9999-01-01,1965-01-29
408447,Mayuri,Werthner,Senior Staff,1999-08-19,9999-01-01,1965-01-13
408447,Mayuri,Werthner,Staff,1990-08-19,9999-01-01,1965-01-13
408654,Yongqiao,Cochrane,Staff,1986-10-27,9999-01-01,1965-01-09
410028,Xiadong,McClurg,Senior Staff,1994-09-17,9999-01-01,1965-01-11
408953,Jolita,Claffy,Senior Engineer,1993-12-24,9999-01-01,1965-01-26
409391,Willard,Verspoor,Engineer,1999-02-28,9999-01-01,1965-01-06
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01,1965-01-15
409805,Frazer,Candan,Senior Engineer,1999-03-05,9999-01-01,1965-01-15
409898,Divier,Ishibashi,Engineer,1989-09-22,9999-01-01,1965-02-01
409898,Divier,Ishibashi,Senior Engineer,1994-09-22,9999-01-01,1965-02-01
410028,Xiadong,McClurg,Staff,1985-09-17,9999-01-01,1965-01-11
410372,Duri,Mitina,Engineer,1990-03-04,9999-01-01,1965-01-08
410372,Duri,Mitina,Senior Engineer,1995-03-04,9999-01-01,1965-01-08
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01,1965-01-19
411070,Otmar,Brandsma,Engineer,1987-05-28,9999-01-01,1965-01-29
410616,Gudjon,Kalorkoti,Engineer,1994-04-14,9999-01-01,1965-01-18
410616,Gudjon,Kalorkoti,Senior Engineer,1999-04-14,9999-01-01,1965-01-18
410804,Ronnie,Denos,Engineer,1992-06-08,9999-01-01,1965-01-17
410804,Ronnie,Denos,Senior Engineer,1997-06-08,9999-01-01,1965-01-17
410881,Koichi,Grabner,Senior Engineer,1990-04-24,9999-01-01,1965-01-06
411070,Otmar,Brandsma,Senior Engineer,1992-05-27,9999-01-01,1965-01-29
411082,Martine,Cangellaris,Engineer,1992-04-28,9999-01-01,1965-01-08
411082,Martine,Cangellaris,Senior Engineer,1998-04-28,9999-01-01,1965-01-08
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,9999-01-01,1965-01-08
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,9999-01-01,1965-01-15
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01,1965-01-09
412757,Leen,Peak,Engineer,1999-11-20,9999-01-01,1965-01-03
413098,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,9999-01-01,1965-01-26
413098,Hsiangchu,Taubenfeld,Staff,1993-04-17,9999-01-01,1965-01-26
413666,Remco,Duclos,Senior Staff,1996-04-18,9999-01-01,1965-01-05
413666,Remco,Duclos,Staff,1988-04-18,9999-01-01,1965-01-05
413729,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01,1965-01-02
414027,Tadanori,Msuda,Engineer,1988-11-06,9999-01-01,1965-01-31
413831,Mohamadou,Grabner,Senior Staff,1998-11-25,9999-01-01,1965-01-09
413831,Mohamadou,Grabner,Staff,1991-11-25,9999-01-01,1965-01-09
413832,Marco,Jahnichen,Senior Staff,1995-03-28,9999-01-01,1965-01-24
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,9999-01-01,1965-01-31
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01,1965-01-17
414543,Bernd,Anick,Senior Engineer,1988-11-19,9999-01-01,1965-01-03
414551,Elliott,Copas,Engineer,1994-09-13,9999-01-01,1965-01-22
414662,Ipke,Schneeberger,Engineer,1985-09-20,9999-01-01,1965-01-21
414662,Ipke,Schneeberger,Senior Engineer,1994-09-20,9999-01-01,1965-01-21
414551,Elliott,Copas,Senior Engineer,1999-09-13,9999-01-01,1965-01-22
414814,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01,1965-01-28
414714,Chinho,Delgrande,Senior Staff,1996-11-07,9999-01-01,1965-01-06
414897,Juyoung,Willoner,Senior Staff,1994-11-03,9999-01-01,1965-01-17
414897,Juyoung,Willoner,Staff,1989-11-03,9999-01-01,1965-01-17
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01,1965-01-03
415563,Mrinalini,Bierbaum,Engineer,1986-03-12,9999-01-01,1965-01-21
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,9999-01-01,1965-01-22
415363,Conal,Shackell,Senior Staff,1993-01-25,9999-01-01,1965-01-19
415363,Conal,Shackell,Staff,1986-01-25,9999-01-01,1965-01-19
415563,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,9999-01-01,1965-01-21
416074,Alain,Lieberherr,Engineer,1987-05-11,9999-01-01,1965-01-08
416074,Alain,Lieberherr,Senior Engineer,1996-05-10,9999-01-01,1965-01-08
416492,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01,1965-01-15
416660,Nathalie,Luke,Assistant Engineer,1987-09-16,9999-01-01,1965-01-28
416383,Nectarios,Itschner,Engineer,1990-03-02,9999-01-01,1965-01-29
416383,Nectarios,Itschner,Senior Engineer,1996-03-01,9999-01-01,1965-01-29
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,9999-01-01,1965-01-22
416660,Nathalie,Luke,Engineer,1992-09-15,9999-01-01,1965-01-28
416660,Nathalie,Luke,Senior Engineer,1997-09-15,9999-01-01,1965-01-28
416720,Tokuyasu,Xiaoshan,Engineer,1991-09-19,9999-01-01,1965-01-14
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,9999-01-01,1965-01-14
